model,location,target_type,target_end_date,true_value,population,forecast_date,quantile,prediction,horizon,n,model_type,availability
mean_ensemble,CZ,Cases,2021-04-17,22369,10591323,2021-04-12,0.01,9093.25,1,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-04-17,662,10591323,2021-04-12,0.01,497.5,1,4,ensemble,1
mean_ensemble,CZ,Cases,2021-04-24,17727,10591323,2021-04-12,0.01,5151.5,2,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-04-24,524,10591323,2021-04-12,0.01,342.75,2,4,ensemble,1
mean_ensemble,CZ,Cases,2021-05-01,14864,10591323,2021-04-12,0.01,3347.5,3,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-05-01,396,10591323,2021-04-12,0.01,234,3,4,ensemble,1
mean_ensemble,CZ,Cases,2021-05-08,11403,10591323,2021-04-12,0.01,2412.5,4,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-05-08,331,10591323,2021-04-12,0.01,150.5,4,4,ensemble,1
mean_ensemble,CZ,Cases,2021-04-17,22369,10591323,2021-04-12,0.025,10164,1,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-04-17,662,10591323,2021-04-12,0.025,530.5,1,4,ensemble,1
mean_ensemble,CZ,Cases,2021-04-24,17727,10591323,2021-04-12,0.025,6123.25,2,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-04-24,524,10591323,2021-04-12,0.025,369.5,2,4,ensemble,1
mean_ensemble,CZ,Cases,2021-05-01,14864,10591323,2021-04-12,0.025,4171.25,3,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-05-01,396,10591323,2021-04-12,0.025,251.5,3,4,ensemble,1
mean_ensemble,CZ,Cases,2021-05-08,11403,10591323,2021-04-12,0.025,3150.75,4,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-05-08,331,10591323,2021-04-12,0.025,164.25,4,4,ensemble,1
mean_ensemble,CZ,Cases,2021-04-17,22369,10591323,2021-04-12,0.05,11307.75,1,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-04-17,662,10591323,2021-04-12,0.05,551.25,1,4,ensemble,1
mean_ensemble,CZ,Cases,2021-04-24,17727,10591323,2021-04-12,0.05,7148.5,2,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-04-24,524,10591323,2021-04-12,0.05,388.5,2,4,ensemble,1
mean_ensemble,CZ,Cases,2021-05-01,14864,10591323,2021-04-12,0.05,5047,3,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-05-01,396,10591323,2021-04-12,0.05,267.75,3,4,ensemble,1
mean_ensemble,CZ,Cases,2021-05-08,11403,10591323,2021-04-12,0.05,3915.25,4,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-05-08,331,10591323,2021-04-12,0.05,177,4,4,ensemble,1
mean_ensemble,CZ,Cases,2021-04-17,22369,10591323,2021-04-12,0.1,12830.75,1,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-04-17,662,10591323,2021-04-12,0.1,576.5,1,4,ensemble,1
mean_ensemble,CZ,Cases,2021-04-24,17727,10591323,2021-04-12,0.1,8501.25,2,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-04-24,524,10591323,2021-04-12,0.1,410.5,2,4,ensemble,1
mean_ensemble,CZ,Cases,2021-05-01,14864,10591323,2021-04-12,0.1,6273.75,3,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-05-01,396,10591323,2021-04-12,0.1,286.75,3,4,ensemble,1
mean_ensemble,CZ,Cases,2021-05-08,11403,10591323,2021-04-12,0.1,5024.25,4,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-05-08,331,10591323,2021-04-12,0.1,192.75,4,4,ensemble,1
mean_ensemble,CZ,Cases,2021-04-17,22369,10591323,2021-04-12,0.15,13937.5,1,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-04-17,662,10591323,2021-04-12,0.15,595.75,1,4,ensemble,1
mean_ensemble,CZ,Cases,2021-04-24,17727,10591323,2021-04-12,0.15,9560.75,2,4,ensemble,1
